"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","You are being invited to partcipate in a research study titled ""Transportation Preferences in Belgium""  This study is being conducted by Universite Libre de Bruxelles (ULB) explicity for scientific purposes.   The purpose of this study is to discover the preferences of Belgian Population in the transportation sector.   The EU data protection law called GDPR regulates how personal data is processed, under that law, I must have your explicit consent, before continuing with this survey.          ","Are you using the bus ?","How often do you take the bus ?","Please answer the following questions  [How much do you care about the type of fuel of the bus that you use or could use ? (diesel, electric, hybrid electric ,hydrogen)]","Please answer the following questions  [How much do you care about the ticket cost of the bus that you use or could use? ]","Please answer the following questions  [How much do you care about the schedule frequency of the bus that you use or could use? ]","Please answer the following questions  [How much do you care about the source of funding of the bus that you are using ? (Regional, Federal, European)]","Rate your level of agreement for each of the following statements  [I buy seasonal products]","Rate your level of agreement for each of the following statements  [I buy locally produced foods]","Rate your level of agreement for each of the following statements  [I eat a vegetarian meal]","Rate your level of agreement for each of the following statements  [I use the public transportation ]","Rate your level of agreement for each of the following statements  [I cycle instead of drive]","Rate your level of agreement for each of the following statements  [I buy food closer to its expiration date to help supermarkets avoid waste]","Rate your level of agreement for each of the following statements  [I turn off the lights when leaving a place]","Rate your level of agreement for each of the following statements  [I collect and recycle used paper]","Rate your level of agreement for each of the following statements  [I collect and recycle food waste]","Rate your level of agreement for each of the following statements  [I collect and recycle packages ]","Rate your level of agreement for each of the following statements  [I collect and recycle empty glass bottles]","Rate your level of agreement for each of the following statements  [I turn off the water while brushing my teeth]","Rate your level of agreement for each of the following statements  [I turn off the water while shaving]","Rate your level of agreement for each of the following statements  [I try to consume less in general]","Rate your level of agreement for each of the following statements  [I lower the thermostat during the night]","Rate your level of agreement for each of the following statements  [I unplug unused electronics]","Rate your level of agreement for each of the following statements  [It is important to me that the products I use do not harm the environment ]","Rate your level of agreement for each of the following statements  [I consider the potential environmental impact of my actions when making many of my decisions]","Rate your level of agreement for each of the following statements  [My purchase habits are affected by my concern for our environment ]","Rate your level of agreement for each of the following statements  [I am concerned about wasting the resources of our planet]","Rate your level of agreement for each of the following statements  [I would describe myself as environmentally responsible]","Rate your level of agreement for each of the following statements  [I am willing to be inconvenienced in order to take actions that are more environmentally friendly ]","Do you know the difference between renewable and non-renewable energy?","Which of the following technologies are considered as renewable from your experience? [Solar energy]","Which of the following technologies are considered as renewable from your experience? [Fossil Fuels ]","Which of the following technologies are considered as renewable from your experience? [Natural Gas]","Which of the following technologies are considered as renewable from your experience? [Wind Energy]","Which of the following technologies are considered as renewable from your experience? [Hydrogen]","Which of the following technologies are considered as renewable from your experience? [Uranium]","Which of the following technologies are considered as renewable from your experience? [Hydropower]","Which of the following technologies are considered as renewable from your experience? [Geothermal Energy ]","Which of the following technologies are considered as renewable from your experience? [Coal]","Which of the following technologies are considered as renewable from your experience? [Crude Oil]","Are you aware of the Paris Agreement ?","Are you aware of the European Green Deal ?","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Gasoline Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Diesel Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Liquefied Petroleum Vehicles]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Ethanol Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Compressed Natural Gas Vehicles]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Biodiesel Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Electric Batteries Vehicles ]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Hybrid Vehicles]","Are you aware of the following available technologies in the transportation ? (You can choose multiple answers) [Hydrogen Vehicles]","To what extent do you agree with the following statements ? [I am following the news related to the latest environmental laws in Belgium]","To what extent do you agree with the following statements ? [I am following the news related to the latest environmental laws in European Union]","To what extent do you agree with the following statements ? [I am following the news related to transportation sector ]","To what extent do you agree with the following statements ? [I am usually updated of the existing and available technologies in the energy sector ]","To what extent do you agree with the following statements ? [I usually inform my friends and family for any updates related with energy transition and climate change]","To what extent do you agree with the following statements ? [I can easily understand the technical aspects of a new technology]","To what extent do you agree with the following statements ? [My friends think that climate change is real]","To what extent do you agree with the following statements ? [My family would definitely support me towards an environmental friendly behaviour]","To what extent do you agree with the following statements ? [My social media followers and friends believe that we should protect our planet]","To what extent do you agree with the following statements ? [My colleagues have environmental awareness  ]","To what extent do you agree with the following statements ? [In my community, people recycling very often]","To what extent do you agree with the following statements ? [In my community, people use public transportation more often than cars]","To what extent do you agree with the following statements ? [Based on your experience, humans are responsible for climate change]","In which region of Belgium do you currently live ?","What is your age?","What gender do you identify with?","What is the highest degree or level of education you have completed?","What is your monthly household net income?","What type of community do you live in?","Total time","Group time: Disclaimer ","Question time: G01Q93","Group time: Attributes","Question time: G02Q16","Question time: G02Q17","Question time: G02Q22","Group time: Pro-existing environmental friendly behaviour","Question time: G10Q98","Group time: Green Scale","Question time: G11Q99","Group time: Technical Awareness ","Question time: G12Q100","Question time: G05Q19","Question time: G12Q101","Question time: G12Q102","Question time: G12Q103","Question time: G12Q104","Group time: Subjective Norms","Question time: G13Q105","Group time: Demographical Questions","Question time: country","Question time: DQ0001","Question time: DQ0002","Question time: DQ0003","Question time: DQ0004","Question time: residence"
"156","2022-01-10 17:25:52","19","en","1851521217","2022-01-10 17:25:37","2022-01-10 17:25:52","I do not consent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","14.24","","14.24","","","","","","","","","","","","","","","","","","","","","","","",""
"158","2022-01-10 17:36:44","19","fr","756386056","2022-01-10 17:30:29","2022-01-10 17:36:44","I do consent to continue with the survey","No","Less than once a month","I do care","I do care a lot","I do care a lot","I don't care","Sometimes","Sometimes","Often","Sometimes","Never","Often","Always","Always","Always","Sometimes","Always","Often","Non Applicable","Sometimes","Always","Always","Neutral","Strongly Disagree","Strongly Disagree","Strongly Agree","Neutral","Somewhat Disagree","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Somewhat Disagree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Neutral","Strongly Agree","Strongly Disagree","Somewhat Disagree","Wallonia","35-44","Female","Middle School","1,500€ - 1,999€","Small City or Town","382.19","","6.49","","3.89","9.05","32.24","","103.68","","68.54","","5.58","24.67","4.98","2.91","13.5","35.55","","35.91","","4.24","3.56","3.95","8.24","10.1","5.11"
"160","2022-01-10 17:47:23","19","fr","1549867687","2022-01-10 17:39:54","2022-01-10 17:47:23","I do consent to continue with the survey","Yes","Less than once a month","Neutral","I do care a lot","I do care","I don't care","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Always","Always","Always","Always","Never","Always","Often","Often","Sometimes","Always","Somewhat Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Disagree","Agree","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Not sure","Not sure","Yes","Yes","No","No","No","No","No","Yes","No","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Strongly Agree","Somewhat Agree","Strongly Agree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Agree","Wallonia","18-24","Male","High School","Prefer not to say","Rural area","456.23","","5.81","","7.19","7.03","62.68","","105.01","","64.29","","5.62","32.4","4.43","3.73","19.1","35.1","","60.47","","6.5","3.64","4.51","12.03","11.22","5.47"
"161","2022-01-10 17:52:14","19","fr","296498510","2022-01-10 17:44:41","2022-01-10 17:52:14","I do consent to continue with the survey","Yes","Monthly","I do care","Neutral","I do care","I don't care","Often","Sometimes","Never","Always","Never","Often","Often","Sometimes","Sometimes","Always","Always","Always","Non Applicable","Often","Non Applicable","Often","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Agree","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Not sure","No","Yes","Yes","No","No","No","No","No","Yes","No","Strongly Disagree","Neutral","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Agree","Neutral","Agree","Agree","Neutral","Somewhat Agree","Agree","Wallonia","18-24","Female","High School","1,500€ - 1,999€","Rural area","462.15","","13.11","","3.26","36.01","49.39","","100.56","","49.68","","7.78","19.88","4.83","4.58","16.42","47.26","","43.49","","5.6","5.53","6.22","13.57","12.62","22.36"
"162","2022-01-10 18:01:31","19","fr","2047752052","2022-01-10 17:56:09","2022-01-10 18:01:31","I do consent to continue with the survey","Yes","Monthly","I do care","Neutral","I do care","I don't care","Often","Sometimes","Sometimes","Sometimes","Never","Never","Always","Always","Often","Often","Always","Always","Always","Always","Always","Often","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Somewhat Agree","Strongly Agree","Agree","Somewhat Agree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Agree","Flanders","35-44","Male","Bachelor Degree","More than 4,000€","Large City","331.35","","6.13","","5.41","15.85","35.85","","67.76","","35.92","","5.91","20.97","3.4","4.16","17.98","32.6","","34.81","","8.16","4.71","4.63","8.4","10.22","8.48"
"164","2022-01-10 18:50:30","19","fr","1496368251","2022-01-10 18:45:21","2022-01-10 18:50:30","I do consent to continue with the survey","Yes","Every Day","Neutral","Neutral","I do care","Neutral","Often","Often","Often","Often","Never","Often","Always","Always","Often","Sometimes","Always","Always","Always","Often","Always","Sometimes","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","Not sure","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Neutral","Neutral","Neutral","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Brussels Capital","35-44","Male","Master Degree","3,000€ - 3,999€","Large City","318.36","","7.45","","5.14","4.86","37.04","","69.16","","34.84","","8.45","15.26","3.85","6.3","17.35","38.36","","30.94","","5.22","4.36","3.36","5.9","12.59","7.93"
"166","2022-01-10 20:17:50","19","en","1596764539","2022-01-10 20:12:29","2022-01-10 20:17:50","I do consent to continue with the survey","No","Less than once a month","I don't care","Neutral","I do care","I don't care","Sometimes","Often","Sometimes","Sometimes","Never","Sometimes","Always","Always","Always","Always","Always","Always","Non Applicable","Non Applicable","Always","Sometimes","Neutral","Somewhat Disagree","Neutral","Somewhat Agree","Neutral","Neutral","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Not sure","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat Disagree","Neutral","Neutral","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neutral","Somewhat Agree","Neutral","Somewhat Disagree","Neutral","Disagree","Agree","Brussels Capital","25-34","Female","Bachelor Degree","Prefer not to say","Large City","330.72","","10.52","","4.92","9.15","33.51","","65.15","","45.33","","5.51","15.7","4.04","5.7","24.28","33.84","","34.83","","4.3","4.92","3.48","8.38","8.93","8.23"
"167","2022-01-10 20:28:17","19","fr","1573287474","2022-01-10 20:19:44","2022-01-10 20:28:17","I do consent to continue with the survey","Yes","Less than once a month","Neutral","I do care a lot","I do care","I don't care at all","Sometimes","Sometimes","Often","Often","Sometimes","Sometimes","Always","Non Applicable","Never","Sometimes","Sometimes","Always","Always","Often","Always","Sometimes","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Yes","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Somewhat Disagree","Somewhat Disagree","Neutral","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Flanders","25-34","Female","Bachelor Degree","1,500€ - 1,999€","Rural area","521.79","","9.25","","5.46","13.03","54.16","","215.61","","37.31","","7.74","17.28","4.67","4.41","17.97","53.02","","36.93","","7.71","4.86","4.86","10.11","6.49","10.92"
"171","2022-01-10 23:25:32","19","en","459857069","2022-01-10 23:19:35","2022-01-10 23:25:32","I do consent to continue with the survey","Yes","2-3 times a week","Neutral","I do care","I do care a lot","I don't care at all","Sometimes","Sometimes","Often","Often","Never","Never","Always","Always","Always","Always","Always","Often","Sometimes","Sometimes","Always","Sometimes","Somewhat Agree","Somewhat Disagree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Not sure","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","No","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Somewhat Agree","Somewhat Disagree","Agree","Somewhat Disagree","Disagree","Disagree","Agree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Strongly Agree","Brussels Capital","54-65","Female","Bachelor Degree","2,000€ - 2,499€","Large City","366.21","","9.82","","4.25","10.78","28.21","","79.1","","39.58","","9.87","18.66","7.55","7.47","26.21","36.31","","41.4","","6.87","5.89","8.19","5.31","12.46","8.28"
"172","2022-01-11 00:39:55","19","en","2071389747","2022-01-11 00:31:03","2022-01-11 00:39:55","I do consent to continue with the survey","Yes","2-3 times a week","I do care a lot","I do care a lot","I do care a lot","Neutral","Often","Sometimes","Sometimes","Often","Always","Sometimes","Always","Always","Never","Sometimes","Always","Always","Always","Always","Always","Always","Somewhat Agree","Neutral","Agree","Agree","Agree","Agree","Yes","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","Yes","No","Agree","Somewhat Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Brussels Capital","25-34","Female","Bachelor Degree","Less than 1499€","Large City","542.47","","29.78","","5.79","6.71","70.16","","107.98","","59.85","","16.89","72.54","16.69","7.83","17.77","32.87","","56.23","","6.69","4.61","3.57","7.2","7.07","12.24"
"175","2022-01-11 07:38:31","19","fr","631521690","2022-01-11 07:33:19","2022-01-11 07:38:31","I do consent to continue with the survey","No","Less than once a month","I do care a lot","I do care a lot","I do care a lot","I don't care","Non Applicable","Non Applicable","Non Applicable","Non Applicable","Non Applicable","Non Applicable","Always","Always","Always","Often","Always","Never","Always","Often","Always","Often","Strongly Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neutral","Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","Not sure","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Neutral","Agree","Agree","Agree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Agree","Brussels Capital","54-65","Male","Master Degree","More than 4,000€","Suburb near a large city","319.77","","8.02","","8.4","7.6","32.61","","64.56","","31.29","","5.77","21.06","5.06","4.39","22.25","35.18","","34.76","","6.59","6.18","4.85","6.58","5.47","9.15"
"176","2022-01-11 09:04:07","19","fr","1440324261","2022-01-11 08:56:58","2022-01-11 09:04:07","I do consent to continue with the survey","Yes","2-3 times a week","I do care","Neutral","I do care a lot","Neutral","Often","Often","Sometimes","Always","Always","Sometimes","Always","Always","Always","Always","Always","Often","Always","Often","Always","Sometimes","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Agree","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","Yes","Not sure","No","Yes","No","No","Yes","No","No","Yes","Yes","Somewhat Agree","Neutral","Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Neutral","Strongly Agree","Wallonia","54-65","Male","Master Degree","3,000€ - 3,999€","Suburb near a large city","437.49","","5.99","","4.08","5.75","36.36","","79.77","","50.19","","4.9","45.29","36.4","5.31","31.49","41.36","","36.98","","6.11","4.72","5.93","12.66","14.3","9.9"
"177","2022-01-11 09:33:55","19","fr","979669429","2022-01-11 09:27:08","2022-01-11 09:33:55","I do consent to continue with the survey","Yes","Monthly","I do care a lot","I do care a lot","Neutral","Neutral","Often","Often","Always","Sometimes","Never","Sometimes","Always","Always","Always","Always","Always","Always","Non Applicable","Always","Always","Often","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Strongly Agree","Neutral","Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","Neutral","Neutral","Neutral","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Brussels Capital","65+","Female","Master Degree","1,500€ - 1,999€","Large City","414.74","","20.34","","7.55","10.63","31.04","","79.5","","38.53","","13.13","24.33","7.37","7.21","26.42","35.34","","31.35","","9.85","9.17","7.28","12.61","13.84","29.25"
"178","2022-01-11 10:51:24","19","fr","2032840967","2022-01-11 10:43:08","2022-01-11 10:51:24","I do consent to continue with the survey","Yes","Monthly","I do care","I don't care","I do care a lot","I do care","Often","Often","Sometimes","Always","Sometimes","Sometimes","Always","Often","Always","Always","Always","Always","Always","Often","Always","Often","Strongly Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Agree","Brussels Capital","18-24","Male","Master Degree","2,000€ - 2,499€","Large City","502.68","","162.39","","8.81","7.01","30.37","","83.84","","41.18","","6.02","21.06","5.57","5.24","17.14","27.51","","33.51","","4.94","4.36","5.64","11.52","20.02","6.55"
"179","2022-01-11 10:59:46","19","fr","1916918092","2022-01-11 10:46:49","2022-01-11 10:59:46","I do consent to continue with the survey","Yes","2-3 times a week","I don't care","I do care a lot","I do care a lot","I don't care at all","Always","Often","Often","Always","Non Applicable","Often","Often","Often","Sometimes","Always","Always","Always","Non Applicable","Often","Always","Often","Agree","Somewhat Disagree","Somewhat Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","Yes","No","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Disagree","Disagree","Strongly Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Agree","Strongly Agree","Agree","Brussels Capital","18-24","Female","Bachelor Degree","Less than 1499€","Large City","785.91","","4.99","","3.2","4.15","18.42","","50.96","","33.75","","5.76","18.89","4.49","3.51","12.76","20.78","","567.34","","4.7","6.44","5.61","5.93","6.71","7.52"
"180","2022-01-11 11:02:59","19","fr","522392053","2022-01-11 10:58:25","2022-01-11 11:02:59","I do consent to continue with the survey","Yes","Monthly","Neutral","I do care","I do care","Neutral","Always","Often","Always","Sometimes","Always","Sometimes","Always","Always","Always","Often","Always","Always","Always","Often","Often","Sometimes","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Not sure","Yes","No","No","No","Yes","Yes","Yes","Yes","No","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Agree","Agree","Strongly Agree","Strongly Agree","Agree","Somewhat Agree","Agree","Agree","Strongly Agree","Brussels Capital","18-24","Male","Master Degree","Less than 1499€","Large City","282.37","","6.11","","3.78","11.53","32.53","","60.48","","27.61","","5.28","16.22","4.22","4.28","17.69","23.56","","28.24","","4.63","4.64","3.66","14.07","4.23","9.61"
"182","2022-01-11 11:22:54","19","fr","142559532","2022-01-11 11:13:48","2022-01-11 11:22:53","I do consent to continue with the survey","No","Less than once a month","Neutral","I do care","I do care","I don't care","Often","Often","Often","Always","Sometimes","Sometimes","Always","Always","Never","Never","Often","Always","Non Applicable","Often","Non Applicable","Sometimes","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","Yes","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Neutral","Agree","Somewhat Disagree","Neutral","Wallonia","25-34","Female","Bachelor Degree","Less than 1499€","Small City or Town","554.16","","8.01","","4.36","5.98","212.47","","95.65","","29.76","","7.75","34.3","6.17","4.29","18.5","37.68","","36.05","","17.47","5.87","3.66","6.89","8.3","11"
"184","2022-01-11 11:25:07","19","fr","214471662","2022-01-11 11:21:30","2022-01-11 11:25:07","I do consent to continue with the survey","Yes","Every Day","I don't care","I do care","I do care a lot","I don't care at all","Often","Often","Sometimes","Always","Non Applicable","Sometimes","Always","Often","Always","Often","Always","Always","Always","Often","Always","Often","Somewhat Agree","Agree","Somewhat Agree","Agree","Somewhat Agree","Somewhat Agree","Yes","Yes","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Agree","Somewhat Agree","Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Agree","Strongly Agree","Agree","Strongly Agree","Somewhat Agree","Somewhat Disagree","Wallonia","18-24","Male","High School","3,000€ - 3,999€","Rural area","223.45","","6.17","","3.74","6.98","20.54","","48.74","","23.95","","4.15","12.78","3.31","2.54","14.37","19.92","","27.12","","3.79","3.16","2.12","8.22","6.56","5.29"
"187","2022-01-11 11:53:18","19","fr","122161746","2022-01-11 11:48:13","2022-01-11 11:53:18","I do consent to continue with the survey","Yes","2-3 times a week","I don't care","I do care","I do care","I don't care","Sometimes","Sometimes","Never","Often","Never","Never","Always","Sometimes","Often","Often","Often","Always","Always","Often","Sometimes","Sometimes","Neutral","Neutral","Somewhat Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Disagree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Brussels Capital","18-24","Female","Bachelor Degree","Less than 1499€","Rural area","312.71","","7.29","","3.73","5.78","27.99","","60.56","","32.49","","6.08","22.28","3.84","4.24","23.43","30.14","","41.03","","3.7","4.21","3.27","11.32","10.42","10.91"
"192","2022-01-11 12:44:26","19","nl","815541942","2022-01-11 12:33:42","2022-01-11 12:44:26","I do consent to continue with the survey","No","Never","I don't care","I do care a lot","I do care a lot","I don't care","Often","Sometimes","Never","Sometimes","Never","Never","Always","Sometimes","Often","Sometimes","Sometimes","Often","Non Applicable","Never","Non Applicable","Non Applicable","Somewhat Disagree","Disagree","Disagree","Somewhat Agree","Somewhat Disagree","Disagree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Somewhat Agree","Somewhat Agree","Agree","Disagree","Strongly Agree","Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Disagree","Strongly Disagree","Strongly Disagree","Flanders","25-34","Male","Doctorate","2,500€ - 2,999€","Small City or Town","508.54","","7.49","","8.62","28.08","62.14","","130.32","","81.16","","6.27","35.62","5.46","4.53","16.29","30.62","","37.86","","10.03","7.07","10.98","6.5","10.24","9.26"
"193","2022-01-11 12:43:10","19","nl","1362321339","2022-01-11 12:42:45","2022-01-11 12:43:10","I do not consent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","","","","","","","","","","","","","","","25.13","","25.13","","","","","","","","","","","","","","","","","","","","","","","",""
"195","2022-01-11 13:16:07","19","fr","1825681052","2022-01-11 13:09:24","2022-01-11 13:16:07","I do consent to continue with the survey","Yes","Every Day","Neutral","I don't care","I do care","I do care","Sometimes","Sometimes","Sometimes","Always","Never","Sometimes","Often","Sometimes","Never","Never","Never","Always","Always","Sometimes","Often","Sometimes","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","Yes","Yes","Yes","No","No","No","No","No","Yes","No","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Strongly Agree","Brussels Capital","18-24","Female","Bachelor Degree","1,500€ - 1,999€","Large City","410.58","","10.63","","5.94","5.62","41.16","","79.4","","54.06","","6.72","29.92","8.79","6.9","28.93","37.43","","42.05","","4.38","5.74","4.26","11.77","19.73","7.15"
"197","2022-01-11 15:03:09","19","fr","261825744","2022-01-11 14:58:03","2022-01-11 15:03:09","I do consent to continue with the survey","Yes","Less than once a month","I do care a lot","I do care a lot","I do care a lot","I don't care","Often","Often","Often","Sometimes","Never","Sometimes","Always","Always","Always","Always","Always","Always","Always","Always","Never","Never","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Somewhat Agree","Strongly Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","Strongly Agree","Somewhat Agree","Strongly Agree","Somewhat Disagree","Strongly Agree","Strongly Disagree","Somewhat Agree","Wallonia","25-34","Female","Master Degree","1,500€ - 1,999€","Rural area","314.54","","6.04","","3.6","4.39","29.17","","70.55","","38.55","","5.92","16.16","3.74","3.35","19.42","38.69","","39.43","","5.17","3.91","4.6","4.84","8.61","8.4"
"198","2022-01-11 15:31:13","19","fr","1315614335","2022-01-11 15:24:30","2022-01-11 15:31:13","I do consent to continue with the survey","Yes","Monthly","Neutral","I do care a lot","I do care a lot","Neutral","Often","Often","Often","Always","Sometimes","Non Applicable","Always","Always","Always","Always","Always","Always","Always","Always","Always","Always","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Agree","Somewhat Agree","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Not sure","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","Agree","Somewhat Agree","Neutral","Somewhat Disagree","Somewhat Agree","Neutral","Strongly Agree","Agree","Somewhat Agree","Neutral","Somewhat Agree","Somewhat Agree","Somewhat Agree","Brussels Capital","25-34","Female","Master Degree","1,500€ - 1,999€","Large City","410.46","","10.83","","5.15","9.07","67.3","","75.55","","39.28","","10.01","17.31","4.21","7.37","21.82","52.31","","37.22","","8.55","6.66","3.76","10.14","10.27","13.65"
